,Active_School_Zone_Fl,Active_School_Zone_Fl_01,Adt_Adj_Curnt_Amt,Adt_Curnt_Amt,Adt_Curnt_Year,Amend_Supp_Fl,Amend_Supp_Fl_01,At_Intrsct_Fl,At_Intrsct_Fl_01,Cmv_Involv_Fl,Cmv_Involv_Fl_01,Control,CrashDateFormated,Crash_Date,Crash_Fatal_Fl,Crash_Fatal_Fl_01,Crash_ID,Crash_Speed_Limit,Crash_Time,Day_of_Week,Death_Cnt,Dfo,Hp_Median_Width,Hp_Shldr_Left,Hp_Shldr_Right,Hwy_Nbr,Hwy_Sys,Incap_Injry_Cnt,Investigat_Arrv_Time,Investigat_Comp_Fl,Investigat_Comp_Fl_01,Investigat_Notify_Meth,Investigat_Notify_Time,Latitude,Located_Fl,Located_Fl_01,Longitude,Median_Width,Medical_Advisory_Fl,Medical_Advisory_Fl_01,Milepoint,Nbr_Of_Lane,Non_Injry_Cnt,Nonincap_Injry_Cnt,ORI_Number,Onsys_Fl,Onsys_Fl_01,Pct_Combo_Trk_Adt,Pct_Single_Trk_Adt,Poss_Injry_Cnt,Private_Dr_Fl,Private_Dr_Fl_01,Ref_Mark_Displ,Ref_Mark_Nbr,Report_Date,Road_Constr_Zone_Fl,Road_Constr_Zone_Fl_01,Road_Constr_Zone_Wrkr_Fl,Road_Constr_Zone_Wrkr_Fl_01,Roadbed_Width,Row_Width_Usual,Rpt_Block_Num,Rpt_Hwy_Num,Rpt_Outside_City_Limit_Fl,Rpt_Outside_City_Limit_Fl_01,Rpt_Sec_Block_Num,Rpt_Sec_Street_Name,Rpt_Sec_Street_Sfx,Rpt_Street_Name,Rpt_Street_Sfx,Rr_Relat_Fl,Rr_Relat_Fl_01,Rural_Fl,Rural_Fl_01,Schl_Bus_Fl,Schl_Bus_Fl_01,Section,Shldr_Width_Left,Shldr_Width_Right,Street_Name,Street_Name_2,Street_Nbr,Surf_Width,Thousand_Damage_Fl,Thousand_Damage_Fl_01,Toll_Road_Fl,Toll_Road_Fl_01,Tot_Injry_Cnt,Trk_Aadt_Pct,Txdot_Rptable_Fl,Txdot_Rptable_Fl_01,Unkn_Injry_Cnt
41,N,0,,,,N,0,Y,1,N,0,,2013-01-11 08:20:00,1/11/2013,N,0,13072816,40,8:20 AM,FRI,0,,,,,,,0,8:31 AM,Y,1,SITE,8:30 AM,29.44947497,Y,1,-98.57006229,,N,0,,,2,0,TXSPD0000,N,0,,,0,N,0,,,1/11/2013,N,0,N,0,,,1500,,N,0,3400,CULEBRA,RD,36TH,ST,N,0,N,0,N,0,,,,NW 36TH ST,CULEBRA RD,1398.0,,Y,1,N,0,0,,Y,1,0
42,N,0,154098.0,154098.0,2014.0,N,0,N,0,Y,1,521.0,2013-01-11 13:15:00,1/11/2013,N,0,13072876,65,1:15 PM,FRI,0,15.814,19.0,8.0,10.0,410,IH,0,1:40 PM,Y,1,DISPATCHED,1:25 PM,29.49213096,Y,1,-98.55748755,3.0,N,0,15.917,10.0,2,0,TXSPD0000,Y,1,1.9,2.9,0,N,0,-0.25,16,1/11/2013,N,0,N,0,166.0,300.0,4100,410,N,0,,NOT REPORTED,,LOOP 410,,N,0,N,0,N,0,4.0,16.0,18.0,IH0410,NOT REPORTED,,132.0,Y,1,N,0,0,4.7,Y,1,0
43,N,0,,,,N,0,Y,1,N,0,,2013-01-12 17:40:00,1/12/2013,N,0,13073198,35,5:40 PM,SAT,0,,,,,,,0,6:07 PM,Y,1,DISPATCH,5:43 PM,29.41469497,Y,1,-98.50506231,,N,0,,,2,0,TXSPD0000,N,0,,,0,N,0,,,1/12/2013,N,0,N,0,,,,,N,0,500,FRIO,ST,IH 35S EXIT RAMP,,N,0,N,0,N,0,,,,PECOS LA TRINIDAD,S FRIO ST,,,Y,1,N,0,0,,Y,1,0
44,N,0,,,,N,0,N,0,N,0,,2013-01-10 18:10:00,1/10/2013,N,0,13073238,45,6:10 PM,THU,0,,,,,,,0,6:45 PM,Y,1,HPD DISPATCHER,6:15 PM,29.78635616,Y,1,-95.61494811,,N,0,,,3,0,TXHPD0000,N,0,,,1,N,0,,,1/10/2013,N,0,N,0,,,200,,N,0,1100,ELDRIDGE,PKWY,DAIRY ASHFORD,ST,N,0,N,0,N,0,,,,N DAIRY ASHFORD ST,N ELDRIDGE PKWY,,,Y,1,N,0,1,,Y,1,0
45,N,0,212061.0,212061.0,2014.0,N,0,N,0,Y,1,2374.0,2013-01-11 16:13:00,1/11/2013,N,0,13073266,60,4:13 PM,FRI,0,20.035,12.0,2.0,10.0,635,IH,0,4:20 PM,Y,1,DROVE UP ON,4:20 PM,32.92425,Y,1,-96.76824835,8.0,N,0,6.495,8.0,2,0,tx0000006,Y,1,8.7,5.2,0,N,0,0.38799999999999996,19,1/11/2013,N,0,N,0,140.0,320.0,7900,635,N,0,12800,CENTRAL,EXPY,LYNDON B JOHNSON,FWY,N,0,N,0,N,0,1.0,4.0,20.0,IH0635,,,88.0,Y,1,N,0,0,14.0,Y,1,0
46,N,0,,,,N,0,N,0,N,0,,2013-01-05 00:18:00,1/5/2013,N,0,13074306,25,12:18 AM,SAT,0,,,,,,,0,12:23 AM,Y,1,RADIO DISPATCHED,12:20 AM,32.81145716,Y,1,-96.58699868,,N,0,,,0,1,TX0570000,N,0,,,0,N,0,,,1/5/2013,N,0,N,0,,,300,,N,0,,HIDDEN LAKE,DR,NEW HOPE,RD,N,0,N,0,N,0,,,,NEW HOPE RD,,353.0,,Y,1,N,0,1,,Y,1,0
47,N,0,,,,N,0,Y,1,N,0,,2013-01-13 20:49:00,1/13/2013,N,0,13074476,35,8:49 PM,SUN,0,,,,,,,0,8:50 PM,Y,1,DROVE UP ON,8:50 PM,32.82136425,Y,1,-96.83646256,,N,0,,,2,0,TX0000006,N,0,,,2,N,0,,,1/13/2013,N,0,N,0,,,2400,,N,0,5700,MAPLE,RD,INWOOD,RD,N,0,N,0,N,0,,,,INWOOD RD,MAPLE AVE,,,Y,1,N,0,2,,Y,1,0
48,N,0,,,,N,0,Y,1,N,0,,2013-01-13 14:24:00,1/13/2013,N,0,13074502,35,2:24 PM,SUN,0,,,,,,,0,2:31 PM,Y,1,DISPATCHED,2:25 PM,29.42643497,Y,1,-98.49450231,,N,0,,,1,0,TXSPD0000,N,0,,,0,N,0,,,1/13/2013,N,0,N,0,,,100,,N,0,200,HOUSTON,,FLORES,,N,0,N,0,N,0,,,,N FLORES ST,W HOUSTON ST,200.0,,Y,1,N,0,0,,Y,1,1
49,N,0,36968.0,36968.0,2014.0,N,0,N,0,N,0,2250.0,2013-01-13 14:29:00,1/13/2013,N,0,13074642,45,2:29 PM,SUN,0,9.738999999999999,19.0,2.0,2.0,288,SL,0,2:55 PM,Y,1,DISPATCH,2:49 PM,33.18954504,Y,1,-97.10335874,15.0,N,0,3.3280000000000003,6.0,3,1,TX0610200,Y,1,17.3,3.0,0,N,0,-0.06,568,1/14/2013,N,0,N,0,80.0,120.0,1900,288,N,0,2300,COLORADO,BLVD,288,LOOP,N,0,N,0,N,0,1.0,4.0,4.0,SL0288,,2157.0,72.0,Y,1,N,0,1,20.3,Y,1,3
50,N,0,241330.0,241330.0,2014.0,N,0,N,0,N,0,47.0,2013-01-05 23:40:00,1/5/2013,N,0,13075332,45,11:40 PM,SAT,0,60.50899999999999,28.0,12.0,10.0,75,US,0,11:42 PM,Y,1,TOLD BY WITNESS,11:42 PM,32.98960171,Y,1,-96.71027208,4.0,N,0,14.315999999999999,8.0,1,0,TX0572000,Y,1,5.4,2.8,0,N,0,0.174,254,1/6/2013,N,0,N,0,140.0,300.0,2400,75,N,0,3000,GLENVILLE,DR,CENTRAL,EXPY,N,0,N,0,N,0,6.0,24.0,20.0,US0075,,,96.0,Y,1,N,0,0,8.3,Y,1,0
51,N,0,,,,N,0,N,0,N,0,,2013-01-10 20:45:00,1/10/2013,N,0,13075376,30,8:45 PM,THU,0,,,,,,,0,8:51 PM,Y,1,RADIO,8:46 PM,32.35631503,Y,1,-97.39301932,,N,0,,,0,1,TX1260300,N,0,,,0,N,0,,,1/10/2013,N,0,N,0,,,,,N,0,,BUFFALO,,100 BLOCK OF MYERS AVE,,N,0,N,0,N,0,,,,MYERS ST,,121.0,,Y,1,N,0,1,,Y,1,0
52,N,0,58129.0,58129.0,2014.0,N,0,N,0,Y,1,43.0,2013-01-07 18:07:00,1/7/2013,N,0,13075542,60,6:07 PM,MON,0,0.542,30.0,10.0,10.0,44,IH,0,6:13 PM,Y,1,DISPATCHED,6:07 PM,33.91368714,Y,1,-98.5056794,10.0,N,0,1.554,8.0,5,0,TX2430500,Y,1,9.4,2.9,0,N,0,-0.419,1,1/8/2013,N,0,N,0,136.0,475.0,300,287,N,0,1400,1ST,,CENTRAL,FWY,N,0,N,0,N,0,9.0,20.0,20.0,IH0044,,,96.0,Y,1,N,0,0,12.3,Y,1,0
53,N,0,,,,N,0,Y,1,N,0,,2013-01-10 12:00:00,1/10/2013,N,0,13076800,45,12:00 PM,THU,0,,,,,59,SH,0,12:09 PM,Y,1,DISPATCHED,12:09 PM,,N,0,,,N,0,,,2,0,TXHPD0000,Y,1,,,0,N,0,,,1/10/2013,N,0,N,0,,,7400,59,N,0,1400,CROSSTIMBERS,,HARDY,RD,N,0,N,0,N,0,,,,SH0059,E CROSSTIMBERS,,,Y,1,N,0,0,,Y,1,0
54,N,0,84212.0,84212.0,2014.0,N,0,N,0,N,0,326.0,2013-01-09 17:17:00,1/9/2013,N,0,13077130,65,5:17 PM,WED,0,3.687,30.0,14.0,10.0,286,SH,0,5:26 PM,Y,1,DISPATCHED,5:22 PM,27.74802622,Y,1,-97.42373114,2.0,N,0,3.678,6.0,2,0,TX1780200,Y,1,3.0,3.2,0,N,0,-0.486,620,1/9/2013,N,0,N,0,120.0,250.0,4000,286,N,0,2100,GOLLIHAR,RD,NOT REPORTED,,N,0,N,0,N,0,3.0,28.0,20.0,SH0286,,,72.0,Y,1,N,0,0,6.2,Y,1,0
55,N,0,,,,N,0,N,0,N,0,,2013-01-14 19:14:00,1/14/2013,N,0,13077351,35,7:14 PM,MON,0,,,,,,,0,7:37 PM,Y,1,RADIO DISPATCHED,7:20 PM,29.72571955,Y,1,-95.74622764,,N,0,,,1,0,TX0790000,N,0,,,0,N,0,,,1/14/2013,N,0,N,0,,,21500,,Y,1,,KELLIWOOD GREENS,DR,FRY,RD,N,0,Y,1,N,0,,,,S FRY RD,,,,Y,1,N,0,0,,Y,1,0
56,N,0,63247.0,63247.0,2014.0,N,0,Y,1,N,0,521.0,2013-01-09 14:30:00,1/9/2013,N,0,13077384,45,2:30 PM,WED,0,8.769,21.0,8.0,10.0,410,IH,0,2:41 PM,N,0,DISPATCHED,2:37 PM,29.43419647,Y,1,-98.64562225,3.0,N,0,8.924,6.0,2,0,TXSPD0000,Y,1,1.9,2.9,0,N,0,-0.35100000000000003,9,1/9/2013,N,0,N,0,112.0,300.0,0,410,N,0,,NOT REPORTED,,LOOP 410,,N,0,N,0,N,0,4.0,18.0,22.0,IH0410,,,72.0,Y,1,N,0,0,4.7,Y,1,0
57,N,0,188397.0,188397.0,2014.0,N,0,N,0,N,0,442.0,2013-01-10 10:46:00,1/10/2013,N,0,13077675,60,10:46 AM,THU,0,54.748999999999995,15.0,1.0,11.0,35,IH,0,11:31 AM,Y,1,DISPATCHED,11:15 AM,32.74288776,Y,1,-96.81736398,4.0,N,0,13.806,8.0,3,0,TX0000006,Y,1,6.1,3.2,0,N,0,-0.33,426,1/11/2013,N,0,N,0,128.0,300.0,700,35,N,0,300,CRANFORD,ST,RL THORNTON,FWY,N,0,N,0,N,0,2.0,11.0,21.0,IH0035E,IH0030,,96.0,Y,1,N,0,0,9.3,Y,1,0
58,N,0,,,,N,0,N,0,N,0,,2013-01-14 11:35:00,1/14/2013,N,0,13077741,-1,11:35 AM,MON,0,,,,,75,SH,0,11:46 AM,Y,1,DISPATCH,11:39 AM,,N,0,,,N,0,,,1,0,TX1700100,Y,1,,,0,Y,1,,,1/14/2013,N,0,N,0,,,2108,75,N,0,500,VERTERANS MEMORIAL,DR,FRAZIER,ST,N,0,N,0,N,0,,,,SH0075,,,,Y,1,N,0,0,,N,0,0
59,N,0,,,,N,0,N,0,N,0,,2013-01-07 18:30:00,1/7/2013,N,0,13077762,0,6:30 PM,MON,0,,,,,29,SH,0,6:34 PM,Y,1,RADIO DISPATCH,6:31 PM,,N,0,,,N,0,,,2,0,1500100,Y,1,,,0,Y,1,,,1/7/2013,N,0,N,0,,,507,29,N,0,,HOLDEN,AVE,YOUNG,ST,N,0,Y,1,N,0,,,,SH0029,,,,Y,1,N,0,0,,N,0,0
60,N,0,,,,N,0,N,0,N,0,,2013-01-04 19:05:00,1/4/2013,N,0,13077794,30,7:05 PM,FRI,0,,,,,,,0,7:09 PM,Y,1,DISPATCHED,7:05 PM,32.1556943,Y,1,-94.7950431,,N,0,,,0,0,TX2010100,N,0,,,1,N,0,,,1/6/2013,N,0,N,0,,,400,,N,0,400,MILL,,VAN SICKLE,,N,0,N,0,N,0,,,,E VAN SICKLE ST,,400.0,,Y,1,N,0,1,,Y,1,0
61,N,0,,,,N,0,Y,1,N,0,,2013-01-05 17:11:00,1/5/2013,N,0,13077834,20,5:11 PM,SAT,0,,,,,,,0,5:17 PM,Y,1,RADIO DISPATCH,5:12 PM,29.49603485,Y,1,-95.19294315,,N,0,,,1,0,TX0840300,N,0,,,1,N,0,,,1/5/2013,N,0,N,0,,,,,N,0,,BOB WHITE,DR,FALCON RIDGE,BLVD,N,0,N,0,N,0,,,,FALCON RIDGE BLVD,BOB WHITE DR,,,Y,1,N,0,1,,Y,1,0
62,N,0,,,,N,0,N,0,N,0,,2013-01-07 07:39:00,1/7/2013,N,0,13077874,30,7:39 AM,MON,0,,,,,,,0,7:28 AM,Y,1,RADIO,7:25 AM,30.44118957,Y,1,-97.61899507,,N,0,,,3,0,TX2270900,N,0,,,0,N,0,,,1/7/2013,N,0,N,0,,,300,,N,0,,E WALNUT ST,,RAILROAD AVE,,N,0,N,0,N,0,,,,RAILROAD AVE N,WALNUT ST E,296.0,,Y,1,N,0,0,,Y,1,0
63,N,0,,,,N,0,Y,1,N,0,,2013-01-07 16:48:00,1/7/2013,N,0,13077983,35,4:48 PM,MON,0,,,,,,,0,4:51 PM,Y,1,DISPATCH,4:49 PM,31.55705451,Y,1,-97.17841254,,N,0,,,2,0,TX1551200,N,0,,,1,N,0,,,1/7/2013,N,0,N,0,,,3300,,N,0,2400,MACARTHUR,DR,HILLCREST,DR,N,0,N,0,N,0,,,,HILLCREST DR,MACARTHUR DR,,,Y,1,N,0,1,,Y,1,0
64,N,0,,,,N,0,N,0,N,0,,2013-01-08 16:26:00,1/8/2013,N,0,13079341,40,4:26 PM,TUE,0,,,,,,,0,4:26 PM,Y,1,DISPATCH,4:26 PM,32.63840383,Y,1,-97.36981564,,N,0,,,0,0,TX2201200,N,0,,,2,N,0,,,1/8/2013,N,0,N,0,,,7200,,N,0,3400,GREEN RIDGE,,MC CART,AVE,N,0,N,0,N,0,,,,MCCART AVE,UNKNOWN,,,Y,1,N,0,2,,Y,1,0
65,N,0,,,,Y,1,Y,1,N,0,,2013-01-16 09:15:00,1/16/2013,N,0,13079567,40,9:15 AM,WED,0,,,,,,,0,9:19 AM,Y,1,DISPATCHED,9:15 AM,29.35222499,Y,1,-98.53420564,,N,0,,,2,0,TXSPD0000,N,0,,,0,N,0,,,1/23/2013,N,0,N,0,,,7500,,N,0,7500,ZARZAMORA,,ZARZAMORA,,N,0,N,0,N,0,,,,S ZARZAMORA ST,,7500.0,,Y,1,N,0,0,,Y,1,0
66,N,0,,,,N,0,Y,1,N,0,,2013-01-03 14:32:00,1/3/2013,N,0,13079594,30,2:32 PM,THU,0,,,,,,,0,2:38 PM,Y,1,DISPATCHED,2:34 PM,32.76284426,Y,1,-96.77771258,,Y,1,,,1,0,TX0000006,N,0,,,1,N,0,,,1/3/2013,N,0,N,0,,,2900,,N,0,1700,MLKINGJR,BLVD,COLONIAL,AVE,N,0,N,0,N,0,,,,COLONIAL AVE,UNKNOWN,2900.0,,Y,1,N,0,1,,Y,1,0
67,N,0,66240.0,66240.0,2014.0,N,0,Y,1,N,0,27.0,2013-01-01 08:10:00,1/1/2013,N,0,13079726,45,8:10 AM,TUE,0,164.833,19.0,0.0,0.0,90,UA,0,8:23 AM,Y,1,DISPATCHED,8:14 AM,29.67718193,Y,1,-95.42798446,19.0,N,0,7.946000000000001,10.0,1,0,TXHPD0000,Y,1,0.5,1.9,0,N,0,0.98,692,1/15/2013,N,0,N,0,129.0,538.0,9800,90A,N,0,3200,SOUTH LP W,,MAIN,ST,N,0,N,0,N,0,9.0,0.0,0.0,UA0090,SOUTH LOOP W,,120.0,Y,1,N,0,0,2.3,Y,1,0
68,N,0,,,,N,0,N,0,N,0,,2013-01-06 13:24:00,1/6/2013,N,0,13079781,0,1:24 PM,SUN,0,,,,,35,IH,0,12:45 PM,Y,1,DISP,12:40 PM,,N,0,,,N,0,,,3,0,TX2270100,Y,1,,,0,Y,1,,,1/6/2013,N,0,N,0,,,8900,35,N,0,,MIDDLE,LN,SVRD SB,,N,0,N,0,N,0,,,,IH0035,,,,N,0,N,0,0,,N,0,0
69,N,0,21651.0,21651.0,2014.0,N,0,N,0,N,0,89.0,2013-01-09 06:33:00,1/9/2013,N,0,13080969,75,6:33 AM,WED,0,413.14300000000003,83.0,4.0,10.0,59,US,0,6:51 AM,Y,1,RADIO/DISPATCHED,6:36 AM,28.90532875,Y,1,-96.79206848,75.0,N,0,2.131,4.0,1,0,TX2350000,Y,1,14.6,6.4,0,N,0,-0.865,624,1/9/2013,N,0,N,0,80.0,387.0,20800,59,Y,1,100,NOT REPORTED,,NOT REPORTED,,N,0,Y,1,N,0,1.0,8.0,20.0,US0059,,,48.0,Y,1,N,0,0,21.0,Y,1,0
70,N,0,14131.0,14131.0,2014.0,N,0,N,0,N,0,55.0,2013-01-05 13:05:00,1/5/2013,N,0,13080980,35,1:05 PM,SAT,0,393.515,0.0,0.0,0.0,84,US,0,1:06 PM,Y,1,RADIO/DISPATCHER,1:05 PM,31.43491063,Y,1,-97.74451591,0.0,N,0,24.419,4.0,4,0,TX0500200,Y,1,8.0,3.5,0,N,0,0.368,646,1/5/2013,N,0,N,0,64.0,80.0,1100,84,N,0,100,LUTTERLOH,AVE,MAIN,ST,N,0,N,0,N,0,5.0,0.0,0.0,US0084,BS0036E,1175.0,64.0,Y,1,N,0,0,11.4,Y,1,0
71,N,0,,,,Y,1,N,0,N,0,,2013-01-09 08:38:00,1/9/2013,N,0,13081288,-1,8:38 AM,WED,0,,,,,,,0,8:47 AM,Y,1,RADIO DISPATCH,8:41 AM,32.66047712,Y,1,-97.39841559,,N,0,,,1,0,TX2201200,N,0,,,1,N,0,,,1/9/2013,N,0,N,0,,,6000,,N,0,6000,HULEN,ST,GRANBURY,RD,N,0,N,0,N,0,,,,GRANBURY RD,,,,Y,1,N,0,1,,Y,1,0
72,N,0,,,,N,0,N,0,N,0,,2013-01-14 22:50:00,1/14/2013,N,0,13081304,50,10:50 PM,MON,0,,,,,59,US,0,11:19 PM,Y,1,DISPATCH,11:11 PM,,N,0,,,N,0,,,0,1,TXHPD0000,Y,1,,,0,N,0,,,1/15/2013,N,0,N,0,,,5600,59,N,0,3600,CHIMNEY ROCK,,SOUTHWEST,FWY,N,0,N,0,N,0,,,,US0059,,,,N,0,N,0,1,,Y,1,0
73,N,0,13535.0,13535.0,2014.0,N,0,Y,1,N,0,184.0,2013-01-06 16:04:00,1/6/2013,N,0,13081565,55,4:04 PM,SUN,0,178.047,0.0,12.0,12.0,36,SH,0,4:15 PM,Y,1,DISPATCH,4:09 PM,31.11906077,Y,1,-97.38467893,0.0,N,0,3.11,4.0,2,0,TX0140700,Y,1,9.3,2.2,0,N,0,-0.708,476,1/6/2013,N,0,N,0,84.0,100.0,6800,36,N,0,4300,AIRPORT,RD,HK DODGEN,LOOP,N,0,N,0,N,0,3.0,12.0,12.0,SH0036,SH0053,,60.0,Y,1,N,0,0,11.6,Y,1,0
74,N,0,111222.0,111222.0,2014.0,Y,1,N,0,N,0,2121.0,2013-01-03 20:42:00,1/3/2013,N,0,13081733,60,8:42 PM,THU,0,13.735,42.0,10.0,10.0,10,IH,0,8:55 PM,Y,1,DISPATCH,8:42 PM,31.81001221,Y,1,-106.5438389,22.0,N,0,14.434000000000001,6.0,1,0,TX0710200,Y,1,12.8,2.8,0,N,0,-0.312,14,1/3/2013,N,0,N,0,112.0,440.0,,I-10,N,0,700,SUNLAND PARK,,I 10 HWY WB MILE POST 14,,N,0,N,0,N,0,2.0,20.0,20.0,IH0010,,,72.0,Y,1,N,0,0,15.5,Y,1,1
75,N,0,125081.0,125081.0,2014.0,N,0,N,0,N,0,151.0,2013-01-03 17:18:00,1/3/2013,N,0,13081982,50,5:18 PM,THU,0,317.469,28.0,10.0,10.0,183,US,0,5:33 PM,Y,1,DISPATCH,5:18 PM,30.35730686,Y,1,-97.71574551,8.0,N,0,6.6770000000000005,6.0,2,0,TX2270100,Y,1,2.0,2.3,0,N,0,0.6809999999999999,512,1/3/2013,N,0,N,0,112.0,260.0,8400,,N,0,,CLEARFIELD,DR,RESEARCH SVRD NB,BLVD,N,0,N,0,N,0,6.0,20.0,20.0,US0183,,,72.0,Y,1,N,0,0,4.3,Y,1,0
76,N,0,,,,N,0,N,0,N,0,,2013-01-04 11:42:00,1/4/2013,N,0,13081991,30,11:42 AM,FRI,0,,,,,,,0,11:46 AM,Y,1,DISPATCH,11:42 AM,30.28852171,Y,1,-97.75261445,,N,0,,,3,0,TX2270100,N,0,,,1,N,0,,,1/4/2013,N,0,N,0,,,1300,,N,0,2400,LAMAR,BLVD,24TH,ST,N,0,N,0,N,0,,,,W 24TH ST,N LAMAR BLVD,1383.0,,Y,1,N,0,1,,Y,1,0
77,N,0,19573.0,19573.0,2014.0,N,0,N,0,Y,1,5.0,2013-01-03 10:20:00,1/3/2013,N,0,13082060,75,10:20 AM,THU,0,165.571,40.0,4.0,10.0,20,IH,0,10:37 AM,Y,1,MIDLAND DPS COMMUNIC,10:28 AM,32.17901006,Y,1,-101.6527588,32.0,N,0,12.69,4.0,2,1,TXDPS1800,Y,1,20.1,14.3,0,N,0,0.5,165,1/5/2013,N,0,N,0,76.0,272.0,,20,Y,1,,NOT REPORTED,,NOT REPORTED,,N,0,Y,1,N,0,5.0,8.0,20.0,IH0020,NOT REPORTED,,48.0,Y,1,N,0,1,34.4,Y,1,0
78,N,0,,,,N,0,N,0,Y,1,,2013-01-07 10:50:00,1/7/2013,N,0,13082073,30,10:50 AM,MON,0,,,,,,,0,11:07 AM,Y,1,POLICE DISPATCH,10:56 AM,35.21088405,Y,1,-101.7954212,,N,0,,,1,0,TX1880100,N,0,,,0,N,0,,,1/7/2013,Y,1,Y,1,,,100,,N,0,3600,INDUSTRIAL,ST,GRAND,ST,N,0,N,0,N,0,,,,N GRAND ST,,100.0,,Y,1,N,0,0,,Y,1,0
79,N,0,179716.0,179716.0,2014.0,N,0,N,0,N,0,271.0,2013-01-11 13:25:00,1/11/2013,N,0,13082266,60,1:25 PM,FRI,0,7.683,20.0,0.0,10.0,610,IH,0,1:35 PM,Y,1,DISPATCHED,1:32 PM,29.72411743,Y,1,-95.46033691,20.0,N,0,33.734,8.0,2,0,TX1010200,Y,1,2.3,4.2,3,N,0,-0.32899999999999996,8,1/14/2013,N,0,N,0,140.0,350.0,5300,610,N,0,4600,LOOP CENTRAL,DR,WEST LOOP SOUTH,,N,0,N,0,N,0,17.0,0.0,20.0,IH0610,,,96.0,Y,1,N,0,3,6.5,Y,1,0
80,N,0,,,,N,0,N,0,N,0,,2013-01-10 06:10:00,1/10/2013,N,0,13083443,30,6:10 AM,THU,0,,,,,,,0,7:11 AM,N,0,POLICE RADIO,6:02 AM,33.55425434,Y,1,-101.8706406,,N,0,,,0,0,TX1520200,N,0,,,0,N,0,,,1/10/2013,N,0,N,0,,,2400,,N,0,4400,UNIVERSITY,AVE,44TH,ST,N,0,N,0,N,0,,,,44TH ST,,2503.0,,N,0,N,0,0,,N,0,1
81,N,0,,,,N,0,N,0,N,0,,2013-01-07 23:41:00,1/7/2013,N,0,13083530,30,11:41 PM,MON,0,,,,,,,0,11:51 PM,Y,1,DISPATCHED,11:42 PM,35.12357288,Y,1,-101.8774912,,N,0,,,2,0,TX1880100,N,0,,,0,N,0,,,1/7/2013,N,0,N,0,,,8310,,N,0,3500,SCOTSWOOD,DR,VAIL,DR,N,0,N,0,N,0,,,,VALE DR,,8335.0,,Y,1,N,0,0,,Y,1,0
82,N,0,10534.0,10534.0,2014.0,N,0,Y,1,N,0,90.0,2013-01-07 10:50:00,1/7/2013,N,0,13083533,45,10:50 AM,MON,0,6.542999999999999,31.0,0.0,9.0,40,BI,0,11:00 AM,Y,1,DISPATCH,10:53 AM,35.2221327,Y,1,-101.87811140000001,31.0,N,0,18.651,4.0,3,0,,Y,1,34.4,2.4,0,N,0,0.40299999999999997,298,1/7/2013,N,0,N,0,70.0,200.0,3700,,N,0,800,FAIRMONT,ST,AMARILLO,BLVD,N,0,N,0,N,0,6.0,0.0,18.0,BI0040D,N FAIRMONT ST,,50.0,N,0,N,0,0,36.8,N,0,0
83,N,0,50872.0,50872.0,2014.0,N,0,N,0,N,0,101.0,2013-01-11 13:38:00,1/11/2013,N,0,13083564,65,1:38 PM,FRI,0,132.499,22.0,10.0,10.0,181,US,0,1:55 PM,N,0,DISPATCHED,1:38 PM,27.84501323,Y,1,-97.36895761,2.0,N,0,1.006,6.0,3,0,TX1780200,Y,1,3.0,3.2,0,N,0,-0.97,646,1/11/2013,N,0,N,0,112.0,250.0,5300,181,N,0,700,KINGS PT HARBOR,AVE,NOT REPORTED,,N,0,N,0,N,0,6.0,20.0,20.0,US0181,,,72.0,Y,1,N,0,0,6.2,Y,1,0
84,N,0,,,,N,0,N,0,N,0,,2013-01-11 14:53:00,1/11/2013,N,0,13083667,45,2:53 PM,FRI,0,,,,,,,0,2:01 PM,Y,1,DISPATCH,1:45 PM,32.60520953,Y,1,-97.11864067,,N,0,,,3,0,TX2202000,N,0,,,0,N,0,,,1/11/2013,N,0,N,0,,,1200,,N,0,3000,MATLOCK,RD,DEBBIE,LN,N,0,N,0,N,0,,,,E DEBBIE LN,,,,Y,1,N,0,0,,Y,1,0
85,N,0,,,,N,0,N,0,N,0,,2013-01-09 17:30:00,1/9/2013,N,0,13083780,30,5:30 PM,WED,0,,,,,,,0,5:45 PM,Y,1,2 WAY RADIO,5:30 PM,26.18618883,Y,1,-98.1686428,,N,0,,,3,0,TX1081100,N,0,,,0,N,0,,,1/9/2013,N,0,N,0,,,900,,N,0,1300,SAM HOUSTON,ST,VETERANS,BLVD,N,0,N,0,N,0,,,,S I RD,,962.0,,Y,1,N,0,0,,Y,1,0
86,N,0,,,,N,0,N,0,N,0,,2013-01-08 17:00:00,1/8/2013,N,0,13083835,45,5:00 PM,TUE,0,,,,,,,0,5:30 PM,Y,1,DISPATCHED,5:30 PM,30.03294762,Y,1,-95.55529133,,N,0,,,2,0,TX1010000,N,0,,,0,N,0,,,1/8/2013,N,0,N,0,,,18500,,Y,1,8700,SPRING CYPRESS RD,,CHAMPION FOREST DR,,N,0,Y,1,N,0,,,,CHAMPION FOREST DR,,,,N,0,N,0,0,,N,0,0
